time,pitch,p,i,d
32.028,-0.42,0.43,1.53,-0.16
32.032,-0.42,0.43,1.53,-0.24
32.036,-0.41,0.42,1.53,-0.39
32.040,-0.40,0.41,1.53,-0.48
32.044,-0.38,0.39,1.53,-0.57
32.048,-0.37,0.38,1.54,-0.64
32.052,-0.36,0.37,1.54,-0.66
32.056,-0.34,0.35,1.54,-0.82
32.060,-0.32,0.33,1.54,-0.98
32.064,-0.29,0.30,1.54,-1.27
32.068,-0.26,0.27,1.54,-1.33
32.072,-0.23,0.24,1.54,-1.29
32.076,-0.21,0.22,1.54,-1.27
32.080,-0.19,0.20,1.54,-1.20
32.084,-0.16,0.17,1.54,-1.33
32.088,-0.12,0.13,1.55,-1.50
32.092,-0.09,0.10,1.55,-1.64
32.096,-0.05,0.06,1.55,-1.96
32.100,-0.01,0.02,1.55,-2.08
32.104,0.02,-0.01,1.55,-2.09
32.108,0.06,-0.05,1.55,-2.21
32.112,0.11,-0.10,1.55,-2.35
32.116,0.16,-0.15,1.54,-2.56
32.120,0.21,-0.20,1.54,-2.45
32.124,0.26,-0.25,1.54,-2.46
32.128,0.31,-0.30,1.54,-2.38
32.132,0.36,-0.35,1.54,-2.37
32.136,0.41,-0.40,1.54,-2.61
32.140,0.47,-0.46,1.54,-2.69
32.144,0.52,-0.51,1.53,-2.65
32.148,0.57,-0.56,1.53,-2.67
32.152,0.62,-0.61,1.53,-2.59
32.156,0.67,-0.66,1.53,-2.44
32.160,0.71,-0.70,1.52,-2.27
32.164,0.76,-0.75,1.52,-2.11
32.168,0.80,-0.79,1.52,-2.22
32.172,0.84,-0.83,1.51,-2.04
32.176,0.88,-0.87,1.51,-1.97
32.180,0.92,-0.91,1.51,-1.91
32.184,0.95,-0.94,1.50,-1.70
32.188,0.98,-0.97,1.50,-1.58
32.192,1.01,-1.00,1.50,-1.37
32.196,1.03,-1.02,1.49,-1.17
32.200,1.05,-1.04,1.49,-1.01
32.204,1.06,-1.05,1.48,-0.82
32.208,1.08,-1.07,1.48,-0.71
32.212,1.09,-1.08,1.47,-0.72
32.216,1.11,-1.10,1.47,-0.74
32.220,1.12,-1.11,1.46,-0.83
32.224,1.13,-1.12,1.46,-0.65
32.228,1.15,-1.14,1.46,-0.52
32.232,1.15,-1.14,1.45,-0.46
32.236,1.16,-1.15,1.45,-0.28
32.240,1.16,-1.15,1.44,-0.17
32.244,1.16,-1.15,1.44,-0.15
32.248,1.16,-1.15,1.43,-0.09
32.252,1.17,-1.16,1.43,-0.14
32.256,1.17,-1.16,1.42,-0.17
32.260,1.17,-1.16,1.42,0.06
32.264,1.16,-1.15,1.41,0.20
32.268,1.16,-1.15,1.41,0.28
32.272,1.15,-1.14,1.40,0.31
32.276,1.15,-1.14,1.40,0.24
32.280,1.15,-1.14,1.40,0.10
32.284,1.15,-1.14,1.39,-0.04
32.288,1.14,-1.13,1.39,0.12
32.292,1.14,-1.13,1.38,0.27
32.296,1.13,-1.12,1.38,0.29
32.300,1.12,-1.11,1.37,0.47
32.304,1.11,-1.10,1.37,0.48
32.308,1.10,-1.09,1.36,0.38
32.312,1.10,-1.09,1.36,0.37
32.316,1.09,-1.08,1.35,0.32
32.320,1.07,-1.06,1.35,0.52
32.324,1.06,-1.05,1.35,0.66
32.328,1.05,-1.04,1.34,0.70
32.332,1.03,-1.02,1.34,0.75
32.336,1.02,-1.01,1.33,0.63
32.340,1.01,-1.00,1.33,0.56
32.344,1.00,-1.00,1.33,0.44
32.348,0.99,-0.98,1.32,0.44
32.352,0.98,-0.97,1.32,0.50
32.356,0.98,-0.97,1.31,0.33
32.360,0.97,-0.96,1.31,0.22
32.364,0.97,-0.96,1.31,0.21
32.368,0.97,-0.96,1.30,0.12
32.372,0.97,-0.96,1.30,0.13
32.376,0.96,-0.95,1.29,0.13
32.380,0.96,-0.95,1.29,0.23
32.384,0.95,-0.94,1.29,0.34
32.388,0.95,-0.94,1.28,0.26
32.392,0.94,-0.93,1.28,0.16
32.396,0.95,-0.94,1.28,-0.11
32.400,0.95,-0.94,1.27,-0.24
32.404,0.96,-0.95,1.27,-0.14
32.408,0.96,-0.95,1.26,-0.18
32.412,0.96,-0.95,1.26,-0.15
32.416,0.97,-0.96,1.26,-0.18
32.420,0.98,-0.97,1.25,-0.43
32.424,0.99,-0.98,1.25,-0.42
32.428,1.00,-1.00,1.24,-0.40
32.432,1.00,-1.00,1.24,-0.29
32.436,1.00,-1.00,1.24,-0.03
32.440,0.98,-0.97,1.23,0.37
32.444,0.97,-0.96,1.23,0.80
32.448,0.95,-0.94,1.22,0.88
32.452,0.94,-0.93,1.22,0.78
32.456,0.93,-0.92,1.22,0.43
32.460,0.94,-0.93,1.21,-0.12
32.464,0.94,-0.93,1.21,-0.27
32.468,0.94,-0.93,1.21,-0.05
32.472,0.93,-0.92,1.20,0.22
32.476,0.92,-0.91,1.20,0.55
32.480,0.91,-0.90,1.19,0.61
32.484,0.90,-0.89,1.19,0.55
32.488,0.90,-0.89,1.19,0.20
32.492,0.90,-0.89,1.18,0.01
32.496,0.90,-0.89,1.18,0.09
32.500,0.89,-0.88,1.18,0.09
32.504,0.89,-0.88,1.17,0.22
32.508,0.88,-0.87,1.17,0.30
32.512,0.87,-0.86,1.17,0.34
32.516,0.86,-0.85,1.16,0.46
32.520,0.85,-0.84,1.16,0.50
32.524,0.84,-0.83,1.16,0.62
32.528,0.82,-0.81,1.15,0.78
32.532,0.81,-0.80,1.15,0.79
32.536,0.79,-0.78,1.15,0.89
32.540,0.77,-0.76,1.14,0.82
32.544,0.76,-0.75,1.14,0.60
32.548,0.75,-0.74,1.14,0.51
32.552,0.74,-0.73,1.13,0.57
32.556,0.73,-0.72,1.13,0.66
32.560,0.71,-0.70,1.13,0.77
32.564,0.69,-0.68,1.12,0.89
32.568,0.67,-0.66,1.12,0.99
32.572,0.65,-0.64,1.12,0.96
32.576,0.64,-0.63,1.12,0.79
32.580,0.62,-0.61,1.11,0.81
32.584,0.59,-0.58,1.11,1.07
32.588,0.56,-0.55,1.11,1.44
32.592,0.53,-0.52,1.11,1.71
32.596,0.49,-0.48,1.11,1.77
32.600,0.46,-0.45,1.10,1.55
32.604,0.45,-0.44,1.10,1.08
32.608,0.43,-0.42,1.10,0.83
32.612,0.41,-0.40,1.10,0.88
32.616,0.39,-0.38,1.10,0.91
32.620,0.37,-0.36,1.10,1.02
32.624,0.35,-0.34,1.09,1.10
32.628,0.33,-0.32,1.09,0.99
32.632,0.31,-0.30,1.09,0.88
32.636,0.30,-0.29,1.09,0.84
32.640,0.28,-0.27,1.09,0.85
32.644,0.26,-0.25,1.09,0.87
32.648,0.24,-0.23,1.09,0.99
32.652,0.22,-0.21,1.09,1.14
32.656,0.20,-0.19,1.09,1.09
32.660,0.18,-0.17,1.08,0.98
32.664,0.16,-0.15,1.08,0.86
32.668,0.15,-0.14,1.08,0.76
32.672,0.13,-0.12,1.08,0.80
32.676,0.11,-0.10,1.08,0.88
32.680,0.09,-0.08,1.08,0.95
32.684,0.07,-0.06,1.08,1.06
32.688,0.05,-0.04,1.08,0.99
32.692,0.04,-0.03,1.08,0.76
32.696,0.03,-0.02,1.08,0.59
32.700,0.02,-0.01,1.08,0.58
32.704,0.00,0.00,1.08,0.60
32.708,0.00,0.00,1.08,0.62
32.712,0.00,0.01,1.08,0.67
32.716,-0.02,0.03,1.08,0.64
32.720,-0.03,0.04,1.08,0.64
32.724,-0.04,0.05,1.08,0.59
32.728,-0.05,0.06,1.08,0.53
32.732,-0.06,0.07,1.08,0.49
32.736,-0.07,0.08,1.08,0.45
32.740,-0.08,0.09,1.08,0.46
32.744,-0.09,0.10,1.08,0.43
32.748,-0.09,0.10,1.08,0.28
32.752,-0.09,0.10,1.08,0.15
32.756,-0.09,0.10,1.08,0.10
32.760,-0.09,0.10,1.08,0.02
32.764,-0.09,0.10,1.09,-0.01
32.768,-0.09,0.10,1.09,0.00
32.772,-0.09,0.10,1.09,0.00
32.776,-0.09,0.10,1.09,-0.04
32.780,-0.09,0.10,1.09,0.00
32.784,-0.09,0.10,1.09,-0.01
32.788,-0.09,0.10,1.09,-0.04
32.792,-0.09,0.10,1.09,0.01
32.796,-0.09,0.10,1.09,0.08
32.800,-0.09,0.10,1.09,0.08
32.804,-0.09,0.10,1.09,0.05
32.808,-0.10,0.11,1.09,0.04
32.812,-0.10,0.11,1.09,0.05
32.816,-0.10,0.11,1.09,0.12
32.820,-0.11,0.12,1.09,0.29
32.824,-0.12,0.13,1.09,0.37
32.828,-0.12,0.13,1.09,0.38
32.832,-0.13,0.14,1.09,0.37
32.836,-0.13,0.14,1.09,0.18
32.840,-0.13,0.14,1.09,0.08
32.844,-0.14,0.15,1.09,0.14
32.848,-0.14,0.15,1.10,0.27
32.852,-0.16,0.17,1.10,0.44
32.856,-0.16,0.17,1.10,0.45
32.860,-0.17,0.18,1.10,0.33
32.864,-0.17,0.18,1.10,0.13
32.868,-0.17,0.18,1.10,-0.05
32.872,-0.17,0.18,1.10,-0.07
32.876,-0.17,0.18,1.10,0.00
32.880,-0.17,0.18,1.10,0.10
32.884,-0.17,0.18,1.10,0.21
32.888,-0.18,0.19,1.10,0.17
32.892,-0.18,0.19,1.10,0.06
32.896,-0.17,0.18,1.10,-0.14
32.900,-0.16,0.17,1.11,-0.36
32.904,-0.15,0.16,1.11,-0.39
32.908,-0.15,0.16,1.11,-0.36
32.912,-0.14,0.15,1.11,-0.37
32.916,-0.13,0.14,1.11,-0.35
32.920,-0.12,0.13,1.11,-0.37
32.924,-0.11,0.12,1.11,-0.42
32.928,-0.10,0.11,1.11,-0.60
32.932,-0.09,0.10,1.11,-0.68
32.936,-0.07,0.08,1.11,-0.66
32.940,-0.06,0.07,1.11,-0.69
32.944,-0.04,0.05,1.11,-0.76
32.948,-0.02,0.03,1.11,-0.84
32.952,-0.01,0.02,1.11,-0.83
32.956,0.00,0.00,1.11,-0.78
32.960,0.01,0.00,1.11,-0.83
32.964,0.02,-0.01,1.11,-0.78
32.968,0.03,-0.02,1.11,-0.70
32.972,0.05,-0.04,1.11,-0.76
32.976,0.06,-0.05,1.11,-0.72
32.980,0.08,-0.07,1.11,-0.72
32.984,0.09,-0.08,1.11,-0.68
32.988,0.10,-0.09,1.11,-0.53
32.992,0.10,-0.09,1.11,-0.22
32.996,0.09,-0.08,1.11,0.29
33.000,0.07,-0.06,1.11,0.80
33.004,0.05,-0.04,1.11,0.95
33.008,0.04,-0.03,1.11,0.81
33.012,0.04,-0.03,1.11,0.38
33.016,0.03,-0.02,1.11,0.08
33.020,0.03,-0.02,1.11,0.25
33.024,0.01,0.00,1.11,0.48
33.028,0.00,0.00,1.11,0.69
33.032,0.00,0.00,1.11,0.72
33.036,-0.01,0.02,1.11,0.80
33.040,-0.02,0.03,1.11,0.75
33.044,-0.04,0.05,1.11,0.57
33.048,-0.05,0.06,1.11,0.60
33.052,-0.07,0.08,1.11,0.72
33.056,-0.08,0.09,1.11,0.70
33.060,-0.09,0.10,1.11,0.73
33.064,-0.11,0.12,1.11,0.71
33.068,-0.12,0.13,1.11,0.63
33.072,-0.13,0.14,1.11,0.66
33.076,-0.14,0.15,1.11,0.59
33.080,-0.16,0.17,1.11,0.60
33.084,-0.16,0.17,1.11,0.49
33.088,-0.17,0.18,1.11,0.42
33.092,-0.18,0.19,1.11,0.42
33.096,-0.19,0.20,1.11,0.34
33.100,-0.20,0.21,1.12,0.38
33.104,-0.21,0.22,1.12,0.47
33.108,-0.22,0.23,1.12,0.49
33.112,-0.23,0.24,1.12,0.51
33.116,-0.23,0.24,1.12,0.38
33.120,-0.23,0.24,1.12,0.12
33.124,-0.23,0.24,1.12,-0.01
33.128,-0.23,0.24,1.12,-0.11
33.132,-0.23,0.24,1.12,-0.11
33.136,-0.22,0.23,1.12,-0.17
33.140,-0.22,0.23,1.12,-0.21
33.144,-0.21,0.22,1.13,-0.24
33.148,-0.20,0.21,1.13,-0.38
33.152,-0.19,0.20,1.13,-0.46
33.156,-0.18,0.19,1.13,-0.56
33.160,-0.16,0.17,1.13,-0.70
33.164,-0.15,0.16,1.13,-0.73
33.168,-0.13,0.14,1.13,-0.76
33.172,-0.11,0.12,1.13,-0.85
33.176,-0.09,0.10,1.13,-0.90
33.180,-0.08,0.09,1.13,-0.95
33.184,-0.06,0.07,1.13,-0.92
33.188,-0.04,0.05,1.13,-0.92
33.192,-0.02,0.03,1.13,-0.92
33.196,0.00,0.01,1.13,-0.92
33.200,0.00,0.00,1.13,-1.02
33.204,0.03,-0.02,1.13,-1.16
33.208,0.05,-0.04,1.13,-1.27
33.212,0.08,-0.07,1.13,-1.35
33.216,0.11,-0.10,1.13,-1.35
33.220,0.13,-0.12,1.13,-1.27
33.224,0.16,-0.15,1.13,-1.29
33.228,0.19,-0.18,1.13,-1.33
33.232,0.22,-0.21,1.13,-1.38
33.236,0.24,-0.23,1.13,-1.41
33.240,0.27,-0.26,1.13,-1.40
33.244,0.30,-0.29,1.12,-1.35
33.248,0.32,-0.31,1.12,-1.19
33.252,0.34,-0.33,1.12,-1.03
33.256,0.36,-0.35,1.12,-0.96
33.260,0.38,-0.37,1.12,-1.00
33.264,0.40,-0.39,1.12,-1.12
33.268,0.43,-0.42,1.12,-1.21
33.272,0.45,-0.44,1.11,-1.11
33.276,0.47,-0.46,1.11,-0.92
33.280,0.48,-0.47,1.11,-0.75
33.284,0.49,-0.48,1.11,-0.56
33.288,0.50,-0.49,1.11,-0.58
33.292,0.52,-0.51,1.10,-0.65
33.296,0.53,-0.52,1.10,-0.59
33.300,0.54,-0.53,1.10,-0.54
33.304,0.54,-0.53,1.10,-0.37
33.308,0.54,-0.53,1.10,-0.10
33.312,0.54,-0.53,1.09,0.05
33.316,0.53,-0.52,1.09,0.21
33.320,0.53,-0.52,1.09,0.23
33.324,0.53,-0.52,1.09,0.13
33.328,0.53,-0.52,1.08,0.11
33.332,0.52,-0.51,1.08,0.17
33.336,0.51,-0.50,1.08,0.42
33.340,0.50,-0.49,1.08,0.46
33.344,0.49,-0.48,1.08,0.52
33.348,0.48,-0.47,1.07,0.52
33.352,0.48,-0.47,1.07,0.32
33.356,0.47,-0.46,1.07,0.29
33.360,0.46,-0.45,1.07,0.31
33.364,0.46,-0.45,1.07,0.31
33.368,0.44,-0.43,1.07,0.48
33.372,0.44,-0.43,1.06,0.52
33.376,0.42,-0.41,1.06,0.48
33.380,0.41,-0.40,1.06,0.53
33.384,0.41,-0.40,1.06,0.41
33.388,0.40,-0.39,1.06,0.37
33.392,0.40,-0.39,1.06,0.30
33.396,0.38,-0.37,1.05,0.39
33.400,0.38,-0.37,1.05,0.41
33.404,0.37,-0.36,1.05,0.33
33.408,0.36,-0.35,1.05,0.40
33.412,0.36,-0.35,1.05,0.35
33.416,0.35,-0.34,1.05,0.28
33.420,0.34,-0.33,1.04,0.36
33.424,0.33,-0.32,1.04,0.40
33.428,0.32,-0.31,1.04,0.62
33.432,0.30,-0.29,1.04,0.83
33.436,0.29,-0.28,1.04,0.65
33.440,0.28,-0.27,1.04,0.46
33.444,0.29,-0.28,1.04,0.06
33.448,0.29,-0.28,1.04,-0.05
33.452,0.29,-0.28,1.04,0.06
33.456,0.27,-0.26,1.03,0.34
33.460,0.26,-0.25,1.03,0.64
33.464,0.25,-0.24,1.03,0.55
33.468,0.25,-0.24,1.03,0.28
33.472,0.25,-0.24,1.03,0.03
33.476,0.26,-0.25,1.03,-0.32
33.480,0.27,-0.26,1.03,-0.53
33.484,0.28,-0.27,1.03,-0.50
33.488,0.29,-0.28,1.03,-0.59
33.492,0.31,-0.30,1.02,-0.57
33.496,0.32,-0.31,1.02,-0.71
33.500,0.34,-0.33,1.02,-0.76
33.504,0.36,-0.35,1.02,-0.80
33.508,0.37,-0.36,1.02,-0.80
33.512,0.38,-0.37,1.02,-0.70
33.516,0.40,-0.39,1.02,-0.73
33.520,0.41,-0.40,1.01,-0.74
33.524,0.43,-0.42,1.01,-0.68
33.528,0.45,-0.44,1.01,-0.79
33.532,0.46,-0.45,1.01,-0.77
33.536,0.47,-0.46,1.01,-0.57
33.540,0.47,-0.46,1.00,-0.36
33.544,0.47,-0.46,1.00,-0.09
33.548,0.48,-0.47,1.00,-0.09
33.552,0.48,-0.47,1.00,-0.07
33.556,0.49,-0.48,1.00,-0.30
33.560,0.50,-0.49,0.99,-0.51
33.564,0.51,-0.50,0.99,-0.42
33.568,0.51,-0.50,0.99,-0.33
33.572,0.51,-0.50,0.99,-0.15
33.576,0.51,-0.50,0.99,0.07
33.580,0.51,-0.50,0.98,0.21
33.584,0.50,-0.49,0.98,0.26
33.588,0.50,-0.49,0.98,0.25
33.592,0.49,-0.48,0.98,0.09
33.596,0.49,-0.48,0.98,0.10
33.600,0.48,-0.47,0.97,0.32
33.604,0.47,-0.46,0.97,0.55
33.608,0.46,-0.45,0.97,0.60
33.612,0.45,-0.44,0.97,0.50
33.616,0.44,-0.43,0.97,0.32
33.620,0.44,-0.43,0.97,0.15
33.624,0.44,-0.43,0.96,0.14
33.628,0.43,-0.42,0.96,0.17
33.632,0.43,-0.42,0.96,0.17
33.636,0.43,-0.42,0.96,0.20
33.640,0.42,-0.41,0.96,0.21
33.644,0.42,-0.41,0.95,0.14
33.648,0.42,-0.41,0.95,0.15
33.652,0.42,-0.41,0.95,0.13
33.656,0.41,-0.40,0.95,0.07
33.660,0.41,-0.40,0.95,0.09
33.664,0.41,-0.40,0.95,0.09
33.668,0.41,-0.40,0.94,0.10
33.672,0.41,-0.40,0.94,0.05
33.676,0.40,-0.39,0.94,0.08
33.680,0.40,-0.39,0.94,0.14
33.684,0.40,-0.39,0.94,0.15
33.688,0.39,-0.38,0.94,0.23
33.692,0.38,-0.37,0.94,0.33
33.696,0.38,-0.37,0.93,0.32
33.700,0.37,-0.36,0.93,0.31
33.704,0.37,-0.36,0.93,0.30
33.708,0.36,-0.35,0.93,0.29
33.712,0.35,-0.34,0.93,0.37
33.716,0.34,-0.33,0.93,0.50
33.720,0.32,-0.31,0.93,0.69
33.724,0.31,-0.30,0.92,0.68
33.728,0.30,-0.29,0.92,0.59
33.732,0.29,-0.28,0.92,0.46
33.736,0.29,-0.28,0.92,0.27
33.740,0.28,-0.27,0.92,0.25
33.744,0.28,-0.27,0.92,0.27
33.748,0.28,-0.27,0.92,0.21
33.752,0.27,-0.26,0.92,0.18
33.756,0.27,-0.26,0.91,0.09
33.760,0.27,-0.26,0.91,-0.06
33.764,0.28,-0.27,0.91,-0.24
33.768,0.29,-0.28,0.91,-0.45
33.772,0.30,-0.29,0.91,-0.45
33.776,0.31,-0.30,0.91,-0.47
33.780,0.32,-0.31,0.91,-0.41
33.784,0.33,-0.32,0.91,-0.33
33.788,0.34,-0.33,0.90,-0.41
33.792,0.34,-0.33,0.90,-0.44
33.796,0.36,-0.35,0.90,-0.59
33.800,0.38,-0.37,0.90,-0.83
33.804,0.39,-0.38,0.90,-0.80
33.808,0.41,-0.40,0.90,-0.81
33.812,0.43,-0.42,0.90,-0.91
33.816,0.45,-0.44,0.89,-0.96
33.820,0.47,-0.46,0.89,-0.98
33.824,0.49,-0.48,0.89,-0.95
33.828,0.51,-0.50,0.89,-0.96
33.832,0.52,-0.51,0.89,-0.84
33.836,0.54,-0.53,0.88,-0.87
33.840,0.56,-0.55,0.88,-0.97
33.844,0.58,-0.57,0.88,-1.00
33.848,0.61,-0.60,0.88,-1.08
33.852,0.63,-0.62,0.87,-1.09
33.856,0.65,-0.64,0.87,-1.03
33.860,0.67,-0.66,0.87,-1.02
33.864,0.69,-0.68,0.87,-0.97
33.868,0.71,-0.70,0.86,-0.98
33.872,0.73,-0.72,0.86,-1.09
33.876,0.75,-0.74,0.86,-1.10
33.880,0.78,-0.77,0.85,-1.11
33.884,0.80,-0.79,0.85,-1.04
33.888,0.82,-0.81,0.85,-1.07
33.892,0.84,-0.83,0.84,-1.09
33.896,0.86,-0.85,0.84,-0.97
33.900,0.88,-0.87,0.84,-1.00
33.904,0.90,-0.89,0.83,-1.01
33.908,0.92,-0.91,0.83,-0.84
33.912,0.93,-0.92,0.83,-0.74
33.916,0.94,-0.93,0.82,-0.57
33.920,0.94,-0.93,0.82,-0.33
33.924,0.94,-0.93,0.81,0.03
33.928,0.93,-0.92,0.81,0.36
33.932,0.92,-0.91,0.81,0.43
33.936,0.91,-0.90,0.80,0.54
33.940,0.90,-0.89,0.80,0.38
33.944,0.90,-0.89,0.80,0.26
33.948,0.89,-0.88,0.79,0.48
33.952,0.87,-0.86,0.79,0.59
33.956,0.85,-0.84,0.79,0.86
33.960,0.83,-0.82,0.78,1.16
33.964,0.80,-0.79,0.78,1.15
33.968,0.78,-0.77,0.78,1.27
33.972,0.76,-0.75,0.77,1.24
33.976,0.73,-0.72,0.77,1.22
33.980,0.70,-0.69,0.77,1.36
33.984,0.67,-0.66,0.76,1.44
33.988,0.64,-0.63,0.76,1.61
33.992,0.60,-0.59,0.76,1.63
33.996,0.57,-0.56,0.76,1.73
34.000,0.53,-0.52,0.75,1.78
34.004,0.50,-0.49,0.75,1.70
34.008,0.46,-0.45,0.75,1.76
34.012,0.42,-0.41,0.75,1.88
34.016,0.38,-0.37,0.75,1.94
34.020,0.34,-0.33,0.75,2.08
34.024,0.30,-0.29,0.75,2.16
34.028,0.26,-0.25,0.74,2.05
34.032,0.21,-0.20,0.74,2.14
34.036,0.17,-0.16,0.74,2.12
34.040,0.13,-0.12,0.74,2.00
34.044,0.09,-0.08,0.74,1.94
34.048,0.05,-0.04,0.74,2.01
34.052,0.01,0.00,0.74,2.19
34.056,-0.02,0.03,0.74,2.21
34.060,-0.06,0.07,0.74,2.20
34.064,-0.10,0.11,0.74,2.13
34.068,-0.14,0.15,0.74,1.94
34.072,-0.17,0.18,0.74,1.79
34.076,-0.21,0.22,0.74,1.73
34.080,-0.24,0.25,0.75,1.70
34.084,-0.28,0.29,0.75,1.71
34.088,-0.31,0.32,0.75,1.62
34.092,-0.34,0.35,0.75,1.55
34.096,-0.36,0.37,0.75,1.37
34.100,-0.39,0.40,0.75,1.21
34.104,-0.41,0.42,0.75,1.17
34.108,-0.43,0.44,0.76,1.05
34.112,-0.45,0.46,0.76,0.89
34.116,-0.46,0.47,0.76,0.80
34.120,-0.48,0.49,0.76,0.74
34.124,-0.49,0.50,0.76,0.74
34.128,-0.51,0.52,0.77,0.83
34.132,-0.53,0.54,0.77,0.93
34.136,-0.55,0.56,0.77,0.93
34.140,-0.56,0.57,0.77,0.70
34.144,-0.56,0.57,0.77,0.39
34.148,-0.56,0.57,0.78,0.18
34.152,-0.57,0.58,0.78,0.11
34.156,-0.57,0.58,0.78,0.05
34.160,-0.57,0.58,0.78,0.04
34.164,-0.57,0.58,0.79,0.04
34.168,-0.57,0.58,0.79,0.01
34.172,-0.57,0.58,0.79,-0.06
34.176,-0.56,0.57,0.79,-0.25
34.180,-0.55,0.56,0.80,-0.38
34.184,-0.54,0.55,0.80,-0.50
34.188,-0.53,0.54,0.80,-0.62
34.192,-0.51,0.52,0.80,-0.73
34.196,-0.49,0.50,0.80,-0.94
34.200,-0.46,0.47,0.81,-1.07
34.204,-0.44,0.45,0.81,-1.16
34.208,-0.42,0.43,0.81,-1.16
34.212,-0.40,0.41,0.81,-0.96
34.216,-0.39,0.40,0.81,-0.77
34.220,-0.37,0.38,0.81,-0.68
34.224,-0.35,0.36,0.82,-0.79
34.228,-0.32,0.33,0.82,-1.26
34.232,-0.29,0.30,0.82,-1.59
34.236,-0.25,0.26,0.82,-1.70
34.240,-0.22,0.23,0.82,-1.65
34.244,-0.19,0.20,0.82,-1.47
34.248,-0.16,0.17,0.82,-1.49
34.252,-0.13,0.14,0.82,-1.55
34.256,-0.09,0.10,0.82,-1.88
34.260,-0.05,0.06,0.82,-2.04
34.264,-0.01,0.02,0.82,-1.92
34.268,0.01,0.00,0.82,-1.94
34.272,0.05,-0.04,0.82,-1.88
34.276,0.08,-0.07,0.82,-1.82
34.280,0.12,-0.11,0.82,-1.86
34.284,0.15,-0.14,0.82,-1.80
34.288,0.19,-0.18,0.82,-1.75
34.292,0.22,-0.21,0.82,-1.61
34.296,0.25,-0.24,0.82,-1.35
34.300,0.26,-0.25,0.82,-1.11
34.304,0.28,-0.27,0.82,-0.77
34.308,0.29,-0.28,0.82,-0.67
34.312,0.31,-0.30,0.81,-0.69
34.316,0.33,-0.32,0.81,-0.82
34.320,0.34,-0.33,0.81,-0.87
34.324,0.35,-0.34,0.81,-0.72
34.328,0.36,-0.35,0.81,-0.59
34.332,0.37,-0.36,0.81,-0.39
34.336,0.37,-0.36,0.81,-0.20
34.340,0.37,-0.36,0.80,-0.06
34.344,0.37,-0.36,0.80,-0.01
34.348,0.38,-0.37,0.80,-0.05
34.352,0.38,-0.37,0.80,-0.13
34.356,0.38,-0.37,0.80,-0.04
34.360,0.38,-0.37,0.80,0.11
34.364,0.37,-0.36,0.80,0.28
34.368,0.36,-0.35,0.79,0.47
34.372,0.34,-0.33,0.79,0.55
34.376,0.34,-0.33,0.79,0.52
34.380,0.32,-0.31,0.79,0.51
34.384,0.32,-0.31,0.79,0.46
34.388,0.30,-0.29,0.79,0.52
34.392,0.29,-0.28,0.79,0.72
34.396,0.27,-0.26,0.78,0.73
34.400,0.25,-0.24,0.78,0.83
34.404,0.24,-0.23,0.78,0.93
34.408,0.21,-0.20,0.78,1.00
34.412,0.19,-0.18,0.78,1.07
34.416,0.17,-0.16,0.78,1.14
34.420,0.14,-0.13,0.78,1.36
34.424,0.11,-0.10,0.78,1.55
34.428,0.07,-0.06,0.78,1.70
34.432,0.02,-0.01,0.78,1.99
34.436,0.00,0.01,0.78,2.18
34.440,-0.04,0.05,0.78,2.16
34.444,-0.08,0.09,0.78,2.11
34.448,-0.12,0.13,0.78,2.09
34.452,-0.17,0.18,0.78,2.33
34.456,-0.22,0.23,0.78,2.43
34.460,-0.28,0.29,0.78,2.57
34.464,-0.32,0.33,0.78,2.56
34.468,-0.37,0.38,0.79,2.36
34.472,-0.42,0.43,0.79,2.36
34.476,-0.46,0.47,0.79,2.24
34.480,-0.51,0.52,0.79,2.21
34.484,-0.55,0.56,0.79,2.33
34.488,-0.60,0.61,0.80,2.28
34.492,-0.65,0.66,0.80,2.34
34.496,-0.69,0.70,0.80,2.30
34.500,-0.73,0.74,0.80,2.06
34.504,-0.77,0.78,0.81,2.06
34.508,-0.81,0.82,0.81,1.93
34.512,-0.85,0.86,0.81,1.88
34.516,-0.88,0.89,0.82,1.78
34.520,-0.91,0.92,0.82,1.63
34.524,-0.94,0.95,0.83,1.63
34.528,-0.97,0.98,0.83,1.40
34.532,-1.00,1.01,0.83,1.27
34.536,-1.03,1.04,0.84,1.37
34.540,-1.05,1.06,0.84,1.33
34.544,-1.08,1.09,0.85,1.28
34.548,-1.10,1.11,0.85,1.15
34.552,-1.11,1.12,0.86,0.86
34.556,-1.12,1.13,0.86,0.72
34.560,-1.13,1.14,0.86,0.53
34.564,-1.14,1.15,0.87,0.49
34.568,-1.15,1.16,0.87,0.39
34.572,-1.16,1.17,0.88,0.28
34.576,-1.16,1.17,0.88,0.22
34.580,-1.16,1.17,0.89,0.08
34.584,-1.16,1.17,0.89,0.07
34.588,-1.16,1.17,0.90,0.11
34.592,-1.16,1.17,0.90,0.08
34.596,-1.17,1.18,0.91,0.05
34.600,-1.16,1.17,0.91,-0.12
34.604,-1.15,1.16,0.92,-0.48
34.608,-1.13,1.14,0.92,-0.67
34.612,-1.11,1.12,0.93,-0.79
34.616,-1.10,1.11,0.93,-0.86
34.620,-1.07,1.08,0.93,-0.98
34.624,-1.05,1.06,0.94,-1.06
34.628,-1.03,1.04,0.94,-1.19
34.632,-1.00,1.01,0.95,-1.38
34.636,-0.97,0.98,0.95,-1.28
