time,pitch,p,i,d
21.128,0.81,-0.80,0.07,-0.17
21.132,0.81,-0.80,0.07,-0.08
21.136,0.81,-0.80,0.07,-0.03
21.140,0.81,-0.80,0.06,0.07
21.144,0.80,-0.79,0.06,0.23
21.148,0.79,-0.78,0.06,0.33
21.152,0.78,-0.77,0.05,0.50
21.156,0.77,-0.76,0.05,0.65
21.160,0.75,-0.74,0.05,0.74
21.164,0.73,-0.72,0.05,0.87
21.168,0.71,-0.70,0.04,0.95
21.172,0.69,-0.68,0.04,1.08
21.176,0.66,-0.65,0.04,1.37
21.180,0.63,-0.62,0.03,1.55
21.184,0.59,-0.58,0.03,1.81
21.188,0.55,-0.54,0.03,1.98
21.192,0.51,-0.50,0.03,1.93
21.196,0.48,-0.47,0.03,1.76
21.200,0.44,-0.43,0.02,1.58
21.204,0.41,-0.40,0.02,1.66
21.208,0.37,-0.36,0.02,1.79
21.212,0.34,-0.33,0.02,1.81
21.216,0.29,-0.28,0.02,1.99
21.220,0.25,-0.24,0.02,2.13
21.224,0.20,-0.19,0.02,2.26
21.228,0.16,-0.15,0.02,2.39
21.232,0.11,-0.10,0.02,2.29
21.236,0.07,-0.06,0.02,2.23
21.240,0.03,-0.02,0.01,2.11
21.244,0.00,0.01,0.01,2.18
21.248,-0.04,0.05,0.02,2.23
21.252,-0.09,0.10,0.02,2.26
21.256,-0.14,0.15,0.02,2.33
21.260,-0.18,0.19,0.02,2.26
21.264,-0.22,0.23,0.02,2.14
21.268,-0.26,0.27,0.02,1.98
21.272,-0.30,0.31,0.02,1.85
21.276,-0.33,0.34,0.02,1.82
21.280,-0.37,0.38,0.02,1.74
21.284,-0.40,0.41,0.02,1.67
21.288,-0.43,0.44,0.03,1.56
21.292,-0.44,0.45,0.03,1.08
21.296,-0.46,0.47,0.03,0.79
21.300,-0.47,0.48,0.03,0.60
21.304,-0.47,0.48,0.03,0.31
21.308,-0.47,0.48,0.04,0.06
21.312,-0.47,0.48,0.04,0.00
21.316,-0.47,0.48,0.04,-0.14
21.320,-0.46,0.47,0.04,-0.35
21.324,-0.45,0.46,0.04,-0.49
21.328,-0.44,0.45,0.05,-0.49
21.332,-0.43,0.44,0.05,-0.44
21.336,-0.42,0.43,0.05,-0.57
21.340,-0.40,0.41,0.05,-0.69
21.344,-0.38,0.39,0.05,-0.93
21.348,-0.35,0.36,0.05,-1.23
21.352,-0.31,0.32,0.06,-1.75
21.356,-0.27,0.28,0.06,-1.96
21.360,-0.23,0.24,0.06,-1.92
21.364,-0.19,0.20,0.06,-1.87
21.368,-0.16,0.17,0.06,-1.71
21.372,-0.13,0.14,0.06,-1.71
21.376,-0.09,0.10,0.06,-1.86
21.380,-0.05,0.06,0.06,-2.00
21.384,0.00,0.00,0.06,-2.41
21.388,0.04,-0.03,0.06,-2.61
21.392,0.09,-0.08,0.06,-2.44
21.396,0.13,-0.12,0.06,-2.29
21.400,0.18,-0.17,0.06,-2.15
21.404,0.22,-0.21,0.06,-2.17
21.408,0.26,-0.25,0.06,-2.13
21.412,0.32,-0.31,0.05,-2.47
21.416,0.37,-0.36,0.05,-2.69
21.420,0.42,-0.41,0.05,-2.54
21.424,0.47,-0.46,0.05,-2.48
21.428,0.51,-0.50,0.05,-2.30
21.432,0.55,-0.54,0.05,-2.00
21.436,0.58,-0.57,0.04,-1.77
21.440,0.61,-0.60,0.04,-1.62
21.444,0.65,-0.64,0.04,-1.65
21.448,0.70,-0.69,0.04,-2.02
21.452,0.73,-0.72,0.03,-2.08
21.456,0.77,-0.76,0.03,-1.94
21.460,0.81,-0.80,0.03,-1.88
21.464,0.84,-0.83,0.02,-1.73
21.468,0.87,-0.86,0.02,-1.48
21.472,0.89,-0.88,0.02,-1.17
21.476,0.91,-0.90,0.01,-0.97
21.480,0.93,-0.92,0.01,-0.86
21.484,0.93,-0.92,0.00,-0.62
21.488,0.94,-0.93,0.00,-0.42
21.492,0.95,-0.94,0.00,-0.32
21.496,0.94,-0.93,0.00,0.07
21.500,0.93,-0.92,0.00,0.39
21.504,0.92,-0.91,0.00,0.61
21.508,0.90,-0.89,0.00,0.79
21.512,0.88,-0.87,0.00,0.91
21.516,0.86,-0.85,-0.01,1.04
21.520,0.84,-0.83,-0.01,1.03
21.524,0.81,-0.80,-0.01,1.33
21.528,0.77,-0.76,-0.01,1.69
21.532,0.73,-0.72,-0.02,1.83
21.536,0.68,-0.67,-0.02,2.16
21.540,0.64,-0.63,-0.02,2.31
21.544,0.59,-0.58,-0.03,2.29
21.548,0.54,-0.53,-0.03,2.46
21.552,0.49,-0.48,-0.03,2.55
21.556,0.43,-0.42,-0.03,2.76
21.560,0.37,-0.36,-0.03,2.90
21.564,0.31,-0.30,-0.03,3.10
21.568,0.24,-0.23,-0.04,3.36
21.572,0.17,-0.16,-0.04,3.31
21.576,0.11,-0.10,-0.04,3.31
21.580,0.04,-0.03,-0.04,3.29
21.584,0.00,0.01,-0.04,3.11
21.588,-0.06,0.07,-0.04,3.10
21.592,-0.12,0.13,-0.04,3.08
21.596,-0.19,0.20,-0.03,3.08
21.600,-0.25,0.26,-0.03,3.20
21.604,-0.31,0.32,-0.03,3.15
21.608,-0.37,0.38,-0.03,2.96
21.612,-0.42,0.43,-0.03,2.77
21.616,-0.48,0.49,-0.03,2.68
21.620,-0.52,0.53,-0.02,2.51
21.624,-0.58,0.59,-0.02,2.56
21.628,-0.63,0.64,-0.02,2.68
21.632,-0.68,0.69,-0.02,2.57
21.636,-0.73,0.74,-0.01,2.41
21.640,-0.76,0.77,-0.01,2.07
21.644,-0.79,0.80,-0.01,1.63
21.648,-0.82,0.83,0.00,1.42
21.652,-0.84,0.85,0.00,1.25
21.656,-0.87,0.88,0.00,1.10
21.660,-0.88,0.89,0.00,0.96
21.664,-0.89,0.90,0.00,0.64
21.668,-0.90,0.91,0.00,0.44
21.672,-0.90,0.91,0.00,0.28
21.676,-0.91,0.92,0.00,0.27
21.680,-0.91,0.92,0.00,0.27
21.684,-0.92,0.93,0.01,0.11
21.688,-0.91,0.92,0.01,-0.03
21.692,-0.90,0.91,0.02,-0.37
21.696,-0.88,0.89,0.02,-0.79
21.700,-0.86,0.87,0.02,-1.00
21.704,-0.84,0.85,0.03,-1.05
21.708,-0.82,0.83,0.03,-1.01
21.712,-0.80,0.81,0.03,-0.97
21.716,-0.77,0.78,0.04,-1.13
21.720,-0.74,0.75,0.04,-1.39
21.724,-0.70,0.71,0.04,-1.87
21.728,-0.66,0.67,0.04,-2.13
21.732,-0.61,0.62,0.05,-2.21
21.736,-0.57,0.58,0.05,-2.26
21.740,-0.52,0.53,0.05,-2.11
21.744,-0.48,0.49,0.05,-2.03
21.748,-0.44,0.45,0.06,-2.04
21.752,-0.40,0.41,0.06,-2.07
21.756,-0.35,0.36,0.06,-2.31
21.760,-0.30,0.31,0.06,-2.44
21.764,-0.25,0.26,0.06,-2.36
21.768,-0.21,0.22,0.06,-2.32
21.772,-0.16,0.17,0.06,-2.27
21.776,-0.11,0.12,0.06,-2.34
21.780,-0.07,0.08,0.06,-2.31
21.784,-0.02,0.03,0.06,-2.30
21.788,0.00,0.00,0.06,-2.22
21.792,0.04,-0.03,0.06,-2.13
21.796,0.08,-0.07,0.06,-2.05
21.800,0.12,-0.11,0.06,-1.90
21.804,0.15,-0.14,0.06,-1.78
21.808,0.19,-0.18,0.06,-1.66
21.812,0.22,-0.21,0.06,-1.55
21.816,0.25,-0.24,0.06,-1.54
21.820,0.27,-0.26,0.06,-1.40
21.824,0.29,-0.28,0.06,-1.04
21.828,0.30,-0.29,0.06,-0.73
21.832,0.31,-0.30,0.05,-0.37
21.836,0.31,-0.30,0.05,-0.15
21.840,0.31,-0.30,0.05,-0.18
21.844,0.32,-0.31,0.05,-0.33
21.848,0.33,-0.32,0.05,-0.43
21.852,0.34,-0.33,0.05,-0.36
21.856,0.34,-0.33,0.05,-0.20
21.860,0.34,-0.33,0.04,0.00
21.864,0.33,-0.32,0.04,0.30
21.868,0.31,-0.30,0.04,0.63
21.872,0.30,-0.29,0.04,0.66
21.876,0.29,-0.28,0.04,0.66
21.880,0.28,-0.27,0.04,0.52
21.884,0.27,-0.26,0.04,0.32
21.888,0.27,-0.26,0.04,0.38
21.892,0.26,-0.25,0.04,0.39
21.896,0.24,-0.23,0.03,0.54
21.900,0.23,-0.22,0.03,0.66
21.904,0.22,-0.21,0.03,0.67
21.908,0.19,-0.18,0.03,0.91
21.912,0.17,-0.16,0.03,1.06
21.916,0.15,-0.14,0.03,1.12
21.920,0.12,-0.11,0.03,1.30
21.924,0.10,-0.09,0.03,1.30
21.928,0.07,-0.06,0.03,1.38
21.932,0.04,-0.03,0.03,1.43
21.936,0.01,0.00,0.03,1.50
21.940,0.00,0.01,0.03,1.55
21.944,-0.03,0.04,0.03,1.43
21.948,-0.07,0.08,0.03,1.65
21.952,-0.10,0.11,0.03,1.70
21.956,-0.14,0.15,0.03,1.67
21.960,-0.17,0.18,0.03,1.81
21.964,-0.20,0.21,0.03,1.73
21.968,-0.24,0.25,0.03,1.64
21.972,-0.27,0.28,0.03,1.63
21.976,-0.30,0.31,0.04,1.51
21.980,-0.33,0.34,0.04,1.56
21.984,-0.36,0.37,0.04,1.59
21.988,-0.40,0.41,0.04,1.60
21.992,-0.42,0.43,0.04,1.49
21.996,-0.44,0.45,0.04,1.17
22.000,-0.47,0.48,0.05,1.11
22.004,-0.48,0.49,0.05,0.99
22.008,-0.50,0.51,0.05,0.84
22.012,-0.52,0.53,0.05,0.84
22.016,-0.53,0.54,0.05,0.76
22.020,-0.55,0.56,0.06,0.78
22.024,-0.56,0.57,0.06,0.79
22.028,-0.57,0.58,0.06,0.62
22.032,-0.59,0.60,0.06,0.59
22.036,-0.59,0.60,0.07,0.48
22.040,-0.61,0.62,0.07,0.46
22.044,-0.61,0.62,0.07,0.51
22.048,-0.62,0.63,0.07,0.43
22.052,-0.63,0.64,0.08,0.48
22.056,-0.64,0.65,0.08,0.40
22.060,-0.65,0.66,0.08,0.30
22.064,-0.65,0.66,0.08,0.32
22.068,-0.66,0.67,0.09,0.24
22.072,-0.66,0.67,0.09,0.29
22.076,-0.67,0.68,0.09,0.37
22.080,-0.68,0.69,0.09,0.30
22.084,-0.68,0.69,0.10,0.36
22.088,-0.69,0.70,0.10,0.30
22.092,-0.70,0.71,0.10,0.27
22.096,-0.70,0.71,0.11,0.27
22.100,-0.71,0.72,0.11,0.40
22.104,-0.72,0.73,0.11,0.54
22.108,-0.73,0.74,0.12,0.56
22.112,-0.75,0.76,0.12,0.57
22.116,-0.75,0.76,0.12,0.46
22.120,-0.76,0.77,0.12,0.33
22.124,-0.77,0.78,0.13,0.31
22.128,-0.77,0.78,0.13,0.34
22.132,-0.79,0.80,0.13,0.54
22.136,-0.80,0.81,0.14,0.75
22.140,-0.82,0.83,0.14,0.73
22.144,-0.83,0.84,0.14,0.73
22.148,-0.84,0.85,0.15,0.55
22.152,-0.85,0.86,0.15,0.38
22.156,-0.85,0.86,0.15,0.30
22.160,-0.86,0.87,0.16,0.38
22.164,-0.87,0.88,0.16,0.49
22.168,-0.88,0.89,0.16,0.51
22.172,-0.89,0.90,0.17,0.52
22.176,-0.90,0.91,0.17,0.44
22.180,-0.90,0.91,0.18,0.20
22.184,-0.90,0.91,0.18,0.02
22.188,-0.90,0.91,0.18,0.11
22.192,-0.91,0.92,0.19,0.28
22.196,-0.92,0.93,0.19,0.36
22.200,-0.93,0.94,0.19,0.36
22.204,-0.93,0.94,0.20,0.37
22.208,-0.93,0.94,0.20,0.02
22.212,-0.93,0.94,0.21,-0.11
22.216,-0.92,0.93,0.21,-0.12
22.220,-0.92,0.93,0.21,-0.20
22.224,-0.92,0.93,0.22,-0.12
22.228,-0.91,0.92,0.22,-0.21
22.232,-0.91,0.92,0.22,-0.27
22.236,-0.90,0.91,0.23,-0.23
22.240,-0.89,0.90,0.23,-0.38
22.244,-0.89,0.90,0.24,-0.32
22.248,-0.88,0.89,0.24,-0.19
22.252,-0.88,0.89,0.24,-0.13
22.256,-0.88,0.89,0.25,-0.10
22.260,-0.87,0.88,0.25,-0.20
22.264,-0.87,0.88,0.25,-0.16
22.268,-0.86,0.87,0.26,-0.27
22.272,-0.86,0.87,0.26,-0.32
22.276,-0.86,0.87,0.26,-0.13
22.280,-0.85,0.86,0.27,-0.13
22.284,-0.85,0.86,0.27,-0.07
22.288,-0.85,0.86,0.27,0.00
22.292,-0.85,0.86,0.28,-0.09
22.296,-0.85,0.86,0.28,-0.12
22.300,-0.84,0.85,0.28,-0.15
22.304,-0.85,0.86,0.29,0.01
22.308,-0.85,0.86,0.29,0.20
22.312,-0.86,0.87,0.29,0.28
22.316,-0.87,0.88,0.30,0.37
22.320,-0.87,0.88,0.30,0.16
22.324,-0.87,0.88,0.31,0.03
22.328,-0.87,0.88,0.31,0.01
22.332,-0.87,0.88,0.31,0.00
22.336,-0.88,0.89,0.32,0.30
22.340,-0.89,0.90,0.32,0.53
22.344,-0.90,0.91,0.32,0.52
22.348,-0.91,0.92,0.33,0.60
22.352,-0.92,0.93,0.33,0.43
22.356,-0.93,0.94,0.33,0.36
22.360,-0.93,0.94,0.34,0.41
22.364,-0.95,0.96,0.34,0.53
22.368,-0.97,0.98,0.35,0.80
22.372,-1.00,1.00,0.35,0.95
22.376,-1.01,1.02,0.35,1.00
22.380,-1.02,1.03,0.36,0.80
22.384,-1.03,1.04,0.36,0.51
22.388,-1.04,1.05,0.37,0.46
22.392,-1.04,1.05,0.37,0.43
22.396,-1.06,1.07,0.37,0.46
22.400,-1.07,1.08,0.38,0.58
22.404,-1.08,1.09,0.38,0.54
22.408,-1.09,1.10,0.39,0.51
22.412,-1.09,1.10,0.39,0.30
22.416,-1.09,1.10,0.40,0.04
22.420,-1.09,1.10,0.40,-0.02
22.424,-1.09,1.10,0.41,0.00
22.428,-1.09,1.10,0.41,0.04
22.432,-1.09,1.10,0.41,0.10
22.436,-1.10,1.11,0.42,0.20
22.440,-1.11,1.12,0.42,0.28
22.444,-1.11,1.12,0.43,0.18
22.448,-1.11,1.12,0.43,0.05
22.452,-1.11,1.12,0.44,0.11
22.456,-1.12,1.13,0.44,0.30
22.460,-1.13,1.14,0.45,0.57
22.464,-1.15,1.16,0.45,0.63
22.468,-1.15,1.16,0.46,0.44
22.472,-1.14,1.15,0.46,0.00
22.476,-1.14,1.15,0.46,-0.31
22.480,-1.13,1.14,0.47,-0.31
22.484,-1.13,1.14,0.47,-0.25
22.488,-1.13,1.14,0.48,-0.12
22.492,-1.13,1.14,0.48,-0.02
22.496,-1.13,1.14,0.49,0.06
22.500,-1.13,1.14,0.49,0.11
22.504,-1.13,1.14,0.50,-0.02
22.508,-1.13,1.14,0.50,-0.12
22.512,-1.12,1.13,0.51,-0.10
22.516,-1.12,1.13,0.51,-0.09
22.520,-1.12,1.13,0.51,-0.07
22.524,-1.12,1.13,0.52,-0.12
22.528,-1.12,1.13,0.52,-0.08
22.532,-1.11,1.12,0.53,-0.09
22.536,-1.12,1.13,0.53,0.03
22.540,-1.12,1.13,0.54,0.22
22.544,-1.13,1.14,0.54,0.37
22.548,-1.14,1.15,0.55,0.52
22.552,-1.15,1.16,0.55,0.50
22.556,-1.15,1.16,0.56,0.27
22.560,-1.16,1.17,0.56,0.16
22.564,-1.17,1.18,0.57,0.41
22.568,-1.19,1.20,0.57,0.89
22.572,-1.23,1.24,0.58,1.38
22.576,-1.26,1.27,0.58,1.59
22.580,-1.28,1.29,0.59,1.40
22.584,-1.28,1.29,0.59,0.60
22.588,-1.28,1.29,0.60,0.00
22.592,-1.28,1.29,0.60,-0.08
22.596,-1.27,1.28,0.61,-0.17
22.600,-1.27,1.28,0.61,-0.14
22.604,-1.27,1.28,0.62,-0.20
22.608,-1.26,1.27,0.62,-0.31
22.612,-1.25,1.26,0.63,-0.30
22.616,-1.24,1.25,0.63,-0.41
22.620,-1.24,1.25,0.64,-0.32
22.624,-1.24,1.25,0.64,-0.16
22.628,-1.24,1.25,0.65,-0.07
22.632,-1.24,1.25,0.65,0.03
22.636,-1.23,1.24,0.66,-0.09
22.640,-1.22,1.23,0.66,-0.30
22.644,-1.21,1.22,0.67,-0.53
22.648,-1.20,1.21,0.67,-0.57
22.652,-1.19,1.20,0.68,-0.44
22.656,-1.18,1.19,0.68,-0.51
22.660,-1.17,1.18,0.69,-0.50
22.664,-1.16,1.17,0.69,-0.42
22.668,-1.15,1.16,0.70,-0.51
22.672,-1.14,1.15,0.70,-0.45
22.676,-1.14,1.15,0.70,-0.28
22.680,-1.14,1.15,0.71,0.01
22.684,-1.15,1.16,0.71,0.39
22.688,-1.16,1.17,0.72,0.50
22.692,-1.17,1.18,0.72,0.42
22.696,-1.16,1.17,0.73,-0.04
22.700,-1.16,1.17,0.73,-0.25
22.704,-1.16,1.17,0.74,-0.06
22.708,-1.16,1.17,0.74,-0.04
22.712,-1.16,1.17,0.75,0.06
22.716,-1.16,1.17,0.75,0.18
22.720,-1.17,1.18,0.76,0.09
22.724,-1.17,1.18,0.76,0.09
22.728,-1.17,1.18,0.77,0.07
22.732,-1.18,1.19,0.77,0.20
22.736,-1.19,1.20,0.78,0.42
22.740,-1.20,1.21,0.78,0.57
22.744,-1.21,1.22,0.78,0.65
22.748,-1.22,1.23,0.79,0.46
22.752,-1.22,1.23,0.79,0.29
22.756,-1.23,1.24,0.80,0.30
22.760,-1.24,1.25,0.80,0.31
22.764,-1.25,1.26,0.81,0.47
22.768,-1.26,1.27,0.82,0.71
22.772,-1.28,1.29,0.82,0.77
22.776,-1.30,1.31,0.83,0.79
22.780,-1.31,1.32,0.83,0.62
22.784,-1.32,1.33,0.84,0.57
22.788,-1.33,1.34,0.84,0.63
22.792,-1.35,1.36,0.85,0.74
22.796,-1.37,1.38,0.85,0.88
22.800,-1.38,1.39,0.86,0.81
22.804,-1.39,1.40,0.86,0.69
22.808,-1.40,1.41,0.87,0.44
22.812,-1.40,1.41,0.88,0.23
22.816,-1.41,1.42,0.88,0.28
22.820,-1.41,1.42,0.89,0.22
22.824,-1.42,1.43,0.89,0.20
22.828,-1.42,1.43,0.90,0.16
22.832,-1.41,1.42,0.90,-0.09
22.836,-1.41,1.42,0.91,-0.21
22.840,-1.40,1.41,0.91,-0.26
22.844,-1.40,1.41,0.92,-0.22
22.848,-1.40,1.41,0.93,-0.16
22.852,-1.39,1.40,0.93,-0.13
22.856,-1.39,1.40,0.94,-0.26
22.860,-1.37,1.38,0.94,-0.63
22.864,-1.35,1.36,0.95,-0.85
22.868,-1.33,1.34,0.95,-0.86
22.872,-1.32,1.33,0.96,-0.84
22.876,-1.31,1.32,0.96,-0.68
22.880,-1.29,1.30,0.97,-0.66
22.884,-1.27,1.28,0.97,-0.78
22.888,-1.26,1.27,0.98,-0.85
22.892,-1.23,1.24,0.98,-1.18
22.896,-1.20,1.21,0.99,-1.42
22.900,-1.17,1.18,0.99,-1.50
22.904,-1.14,1.15,1.00,-1.48
22.908,-1.11,1.12,1.00,-1.50
22.912,-1.07,1.08,1.01,-1.67
22.916,-1.03,1.04,1.01,-1.80
22.920,-1.00,1.00,1.02,-1.90
22.924,-0.95,0.96,1.02,-2.05
22.928,-0.91,0.92,1.02,-1.98
22.932,-0.88,0.89,1.03,-1.86
22.936,-0.84,0.85,1.03,-1.81
22.940,-0.80,0.81,1.03,-1.87
22.944,-0.76,0.77,1.04,-2.10
22.948,-0.71,0.72,1.04,-2.27
22.952,-0.66,0.67,1.04,-2.47
22.956,-0.61,0.62,1.05,-2.40
22.960,-0.56,0.57,1.05,-2.36
22.964,-0.52,0.53,1.05,-2.34
22.968,-0.47,0.48,1.05,-2.22
22.972,-0.43,0.44,1.05,-2.19
22.976,-0.39,0.40,1.05,-2.07
22.980,-0.36,0.37,1.06,-1.77
22.984,-0.33,0.34,1.06,-1.56
22.988,-0.31,0.32,1.06,-1.30
22.992,-0.28,0.29,1.06,-1.08
22.996,-0.26,0.27,1.06,-1.10
23.000,-0.23,0.24,1.06,-1.28
23.004,-0.21,0.22,1.06,-1.34
23.008,-0.20,0.21,1.06,-0.89
23.012,-0.19,0.20,1.06,-0.51
23.016,-0.19,0.20,1.07,-0.06
23.020,-0.20,0.21,1.07,0.32
23.024,-0.20,0.21,1.07,0.23
23.028,-0.20,0.21,1.07,0.04
23.032,-0.20,0.21,1.07,-0.10
23.036,-0.19,0.20,1.07,-0.17
23.040,-0.20,0.21,1.07,0.15
23.044,-0.21,0.22,1.07,0.50
23.048,-0.23,0.24,1.07,0.72
23.052,-0.24,0.25,1.07,0.76
23.056,-0.25,0.26,1.07,0.40
23.060,-0.25,0.26,1.08,0.24
23.064,-0.26,0.27,1.08,0.19
23.068,-0.27,0.28,1.08,0.43
23.072,-0.30,0.31,1.08,0.98
23.076,-0.33,0.34,1.08,1.57
23.080,-0.38,0.39,1.08,2.19
23.084,-0.43,0.44,1.08,2.42
23.088,-0.46,0.47,1.09,2.01
23.092,-0.48,0.49,1.09,1.29
23.096,-0.50,0.51,1.09,0.93
23.100,-0.53,0.54,1.09,1.09
23.104,-0.55,0.56,1.09,1.22
23.108,-0.58,0.59,1.10,1.20
23.112,-0.60,0.61,1.10,1.19
23.116,-0.61,0.62,1.10,0.96
23.120,-0.63,0.64,1.10,0.80
23.124,-0.64,0.65,1.11,0.71
23.128,-0.66,0.67,1.11,0.68
23.132,-0.67,0.68,1.11,0.72
23.136,-0.68,0.69,1.12,0.63
23.140,-0.70,0.71,1.12,0.59
23.144,-0.70,0.71,1.12,0.55
23.148,-0.71,0.72,1.12,0.33
23.152,-0.71,0.72,1.13,0.23
23.156,-0.72,0.73,1.13,0.21
23.160,-0.72,0.73,1.13,0.20
23.164,-0.73,0.74,1.14,0.24
23.168,-0.73,0.74,1.14,0.19
23.172,-0.73,0.74,1.14,0.07
23.176,-0.72,0.73,1.14,-0.25
23.180,-0.71,0.72,1.15,-0.52
23.184,-0.70,0.71,1.15,-0.56
23.188,-0.68,0.69,1.15,-0.72
23.192,-0.66,0.67,1.16,-0.87
23.196,-0.64,0.65,1.16,-0.95
23.200,-0.62,0.63,1.16,-1.06
23.204,-0.59,0.60,1.16,-1.17
23.208,-0.56,0.57,1.17,-1.32
23.212,-0.54,0.55,1.17,-1.32
23.216,-0.51,0.52,1.17,-1.31
23.220,-0.48,0.49,1.17,-1.36
23.224,-0.46,0.47,1.17,-1.28
23.228,-0.43,0.44,1.18,-1.40
23.232,-0.40,0.41,1.18,-1.60
23.236,-0.36,0.37,1.18,-1.61
23.240,-0.33,0.34,1.18,-1.69
23.244,-0.30,0.31,1.18,-1.57
23.248,-0.27,0.28,1.18,-1.41
23.252,-0.24,0.25,1.18,-1.45
23.256,-0.21,0.22,1.18,-1.44
23.260,-0.18,0.19,1.19,-1.58
23.264,-0.15,0.16,1.19,-1.66
23.268,-0.11,0.12,1.19,-1.69
23.272,-0.08,0.09,1.19,-1.71
23.276,-0.04,0.05,1.19,-1.67
23.280,-0.01,0.02,1.19,-1.67
23.284,0.00,0.00,1.19,-1.52
23.288,0.03,-0.02,1.19,-1.47
23.292,0.06,-0.05,1.19,-1.42
23.296,0.08,-0.07,1.19,-1.22
23.300,0.10,-0.09,1.19,-1.07
23.304,0.11,-0.10,1.19,-0.82
23.308,0.13,-0.12,1.19,-0.65
23.312,0.14,-0.13,1.18,-0.65
23.316,0.14,-0.13,1.18,-0.42
23.320,0.16,-0.15,1.18,-0.41
23.324,0.16,-0.15,1.18,-0.43
23.328,0.17,-0.16,1.18,-0.35
23.332,0.17,-0.16,1.18,-0.23
23.336,0.17,-0.16,1.18,0.11
23.340,0.16,-0.15,1.18,0.37
23.344,0.14,-0.13,1.18,0.59
23.348,0.12,-0.11,1.18,0.84
23.352,0.11,-0.10,1.18,0.91
23.356,0.09,-0.08,1.18,0.87
23.360,0.07,-0.06,1.18,0.97
23.364,0.04,-0.03,1.18,1.15
23.368,0.01,0.00,1.18,1.38
23.372,0.00,0.01,1.18,1.52
23.376,-0.03,0.04,1.18,1.47
23.380,-0.05,0.06,1.18,1.28
23.384,-0.07,0.08,1.18,0.97
23.388,-0.09,0.10,1.18,1.02
23.392,-0.12,0.13,1.18,1.43
23.396,-0.17,0.18,1.18,1.95
23.400,-0.22,0.23,1.18,2.48
23.404,-0.27,0.28,1.18,2.60
23.408,-0.31,0.32,1.18,2.18
23.412,-0.32,0.33,1.18,1.26
23.416,-0.34,0.35,1.19,0.60
23.420,-0.35,0.36,1.19,0.54
23.424,-0.36,0.37,1.19,0.49
23.428,-0.37,0.38,1.19,0.50
23.432,-0.38,0.39,1.19,0.58
23.436,-0.38,0.39,1.19,0.35
23.440,-0.38,0.39,1.20,0.14
23.444,-0.38,0.39,1.20,-0.07
23.448,-0.37,0.38,1.20,-0.38
23.452,-0.36,0.37,1.20,-0.52
23.456,-0.34,0.35,1.20,-0.74
23.460,-0.32,0.33,1.20,-1.00
23.464,-0.29,0.30,1.20,-1.18
23.468,-0.26,0.27,1.21,-1.39
23.472,-0.23,0.24,1.21,-1.51
23.476,-0.20,0.21,1.21,-1.58
23.480,-0.16,0.17,1.21,-1.60
23.484,-0.13,0.14,1.21,-1.57
23.488,-0.09,0.10,1.21,-1.79
23.492,-0.05,0.06,1.21,-2.13
23.496,0.00,0.01,1.21,-2.42
23.500,0.04,-0.03,1.21,-2.66
23.504,0.10,-0.09,1.21,-2.76
23.508,0.15,-0.14,1.21,-2.85
23.512,0.22,-0.21,1.21,-2.97
23.516,0.27,-0.26,1.21,-2.97
23.520,0.33,-0.32,1.20,-2.98
23.524,0.39,-0.38,1.20,-2.97
23.528,0.45,-0.44,1.20,-2.70
23.532,0.50,-0.49,1.20,-2.55
23.536,0.54,-0.53,1.20,-2.52
23.540,0.60,-0.59,1.19,-2.48
23.544,0.65,-0.64,1.19,-2.59
23.548,0.70,-0.69,1.19,-2.66
23.552,0.75,-0.74,1.19,-2.63
23.556,0.80,-0.79,1.18,-2.54
23.560,0.85,-0.84,1.18,-2.33
23.564,0.89,-0.88,1.18,-2.13
23.568,0.92,-0.91,1.17,-1.88
23.572,0.96,-0.95,1.17,-1.65
23.576,0.99,-0.98,1.16,-1.53
23.580,1.02,-1.01,1.16,-1.46
23.584,1.04,-1.03,1.16,-1.38
23.588,1.06,-1.05,1.15,-1.12
23.592,1.08,-1.07,1.15,-0.94
23.596,1.09,-1.08,1.14,-0.70
23.600,1.10,-1.09,1.14,-0.49
23.604,1.11,-1.10,1.13,-0.39
23.608,1.11,-1.10,1.13,-0.22
23.612,1.11,-1.10,1.13,-0.06
23.616,1.11,-1.10,1.12,0.07
23.620,1.09,-1.08,1.12,0.38
23.624,1.08,-1.07,1.11,0.67
23.628,1.06,-1.05,1.11,0.93
23.632,1.03,-1.02,1.10,1.21
23.636,1.01,-1.00,1.10,1.24
23.640,0.98,-0.97,1.10,1.29
23.644,0.95,-0.94,1.09,1.34
23.648,0.92,-0.91,1.09,1.50
23.652,0.89,-0.88,1.08,1.64
23.656,0.85,-0.84,1.08,1.83
23.660,0.81,-0.80,1.08,2.02
23.664,0.76,-0.75,1.07,2.07
23.668,0.72,-0.71,1.07,2.24
23.672,0.67,-0.66,1.07,2.39
23.676,0.62,-0.61,1.07,2.40
23.680,0.57,-0.56,1.06,2.52
23.684,0.51,-0.50,1.06,2.69
23.688,0.45,-0.44,1.06,2.95
23.692,0.38,-0.37,1.06,3.23
23.696,0.32,-0.31,1.06,3.24
23.700,0.26,-0.25,1.06,3.08
23.704,0.21,-0.20,1.06,2.61
23.708,0.16,-0.15,1.05,2.43
23.712,0.12,-0.11,1.05,2.36
23.716,0.07,-0.06,1.05,2.17
23.720,0.03,-0.02,1.05,2.19
23.724,0.00,0.00,1.05,2.10
23.728,-0.03,0.04,1.05,1.94
