time,label,pitch,filtered
11.132,[kmtcs],1.3106, 1.3010
11.136,[kmtcs],1.3739, 1.3094
11.140,[kmtcs],1.3223, 1.3177
11.144,[kmtcs],1.3571, 1.3301
11.148,[kmtcs],1.3411, 1.3349
11.152,[kmtcs],1.3750, 1.3403
11.156,[kmtcs],1.3714, 1.3477
11.160,[kmtcs],1.3442, 1.3491
11.164,[kmtcs],1.4027, 1.3577
11.168,[kmtcs],1.3776, 1.3623
11.172,[kmtcs],1.3870, 1.3694
11.176,[kmtcs],1.3787, 1.3731
11.180,[kmtcs],1.4158, 1.3781
11.184,[kmtcs],1.4004, 1.3861
11.188,[kmtcs],1.4195, 1.3884
11.192,[kmtcs],1.4002, 1.3960
11.196,[kmtcs],1.4405, 1.4023
11.200,[kmtcs],1.4015, 1.4092
11.204,[kmtcs],1.3977, 1.4101
11.208,[kmtcs],1.4201, 1.4113
11.212,[kmtcs],1.4199, 1.4093
11.216,[kmtcs],1.4194, 1.4102
11.220,[kmtcs],1.4295, 1.4087
11.224,[kmtcs],1.4287, 1.4144
11.228,[kmtcs],1.4207, 1.4197
11.232,[kmtcs],1.4364, 1.4215
11.236,[kmtcs],1.4231, 1.4234
11.240,[kmtcs],1.4300, 1.4247
11.244,[kmtcs],1.4343, 1.4249
11.248,[kmtcs],1.4141, 1.4252
11.252,[kmtcs],1.4341, 1.4257
11.256,[kmtcs],1.4199, 1.4239
11.260,[kmtcs],1.4123, 1.4232
11.264,[kmtcs],1.4257, 1.4209
11.268,[kmtcs],1.4046, 1.4180
11.272,[kmtcs],1.4070, 1.4165
11.276,[kmtcs],1.4047, 1.4117
11.280,[kmtcs],1.3877, 1.4080
11.284,[kmtcs],1.3939, 1.4037
11.288,[kmtcs],1.3811, 1.3971
11.292,[kmtcs],1.3635, 1.3920
11.296,[kmtcs],1.3818, 1.3851
11.300,[kmtcs],1.3432, 1.3779
11.304,[kmtcs],1.3311, 1.3706
11.308,[kmtcs],1.3255, 1.3598
11.312,[kmtcs],1.2999, 1.3476
11.316,[kmtcs],1.3044, 1.3345
11.320,[kmtcs],1.2799, 1.3184
11.324,[kmtcs],1.2838, 1.3068
11.328,[kmtcs],1.2671, 1.2960
11.332,[kmtcs],1.2478, 1.2850
11.336,[kmtcs],1.2388, 1.2752
11.340,[kmtcs],1.2436, 1.2630
11.344,[kmtcs],1.1932, 1.2521
11.348,[kmtcs],1.2145, 1.2385
11.352,[kmtcs],1.1783, 1.2256
11.356,[kmtcs],1.1501, 1.2120
11.360,[kmtcs],1.1526, 1.1960
11.364,[kmtcs],1.1147, 1.1770
11.368,[kmtcs],1.1200, 1.1611
11.372,[kmtcs],1.0972, 1.1414
11.376,[kmtcs],1.0966, 1.1261
11.380,[kmtcs],1.0769, 1.1136
11.384,[kmtcs],1.0699, 1.1003
11.388,[kmtcs],1.0469, 1.0902
11.392,[kmtcs],1.0661, 1.0778
11.396,[kmtcs],1.0244, 1.0675
11.400,[kmtcs],1.0396, 1.0565
11.404,[kmtcs],1.0124, 1.0473
11.408,[kmtcs],1.0016, 1.0372
11.412,[kmtcs],1.0022, 1.0277
11.416,[kmtcs],0.9823, 1.0147
11.420,[kmtcs],0.9777, 1.0058
11.424,[kmtcs],0.9673, 0.9941
11.428,[kmtcs],0.9663, 0.9853
11.432,[kmtcs],0.9370, 0.9765
11.436,[kmtcs],0.9323, 0.9659
11.440,[kmtcs],0.9225, 0.9558
11.444,[kmtcs],0.9329, 0.9445
11.448,[kmtcs],0.8980, 0.9343
11.452,[kmtcs],0.9271, 0.9249
11.456,[kmtcs],0.8936, 0.9197
11.460,[kmtcs],0.8955, 0.9139
11.464,[kmtcs],0.8986, 0.9083
11.468,[kmtcs],0.8851, 0.9012
11.472,[kmtcs],0.8930, 0.8978
11.476,[kmtcs],0.8704, 0.8911
11.480,[kmtcs],0.9009, 0.8886
11.484,[kmtcs],0.8665, 0.8858
11.488,[kmtcs],0.8734, 0.8822
11.492,[kmtcs],0.8659, 0.8796
11.496,[kmtcs],0.8921, 0.8755
11.500,[kmtcs],0.8730, 0.8749
11.504,[kmtcs],0.8977, 0.8728
11.508,[kmtcs],0.8724, 0.8771
11.512,[kmtcs],0.9064, 0.8803
11.516,[kmtcs],0.9004, 0.8848
11.520,[kmtcs],0.8796, 0.8868
11.524,[kmtcs],0.9264, 0.8913
11.528,[kmtcs],0.8944, 0.8937
11.532,[kmtcs],0.9431, 0.8998
11.536,[kmtcs],0.9047, 0.9037
11.540,[kmtcs],0.9329, 0.9096
11.544,[kmtcs],0.9310, 0.9175
11.548,[kmtcs],0.9745, 0.9205
11.552,[kmtcs],0.9570, 0.9305
11.556,[kmtcs],1.0061, 0.9385
11.560,[kmtcs],0.9867, 0.9552
11.564,[kmtcs],1.0301, 0.9697
11.568,[kmtcs],1.0253, 0.9861
11.572,[kmtcs],1.0218, 0.9981
11.576,[kmtcs],1.0857, 1.0131
11.580,[kmtcs],1.0543, 1.0243
11.584,[kmtcs],1.1167, 1.0406
11.588,[kmtcs],1.1168, 1.0558
11.592,[kmtcs],1.1444, 1.0757
11.596,[kmtcs],1.1642, 1.0984
11.600,[kmtcs],1.2127, 1.1170
11.604,[kmtcs],1.1831, 1.1430
11.608,[kmtcs],1.2791, 1.1638
11.612,[kmtcs],1.2585, 1.1894
11.616,[kmtcs],1.2975, 1.2148
11.620,[kmtcs],1.3405, 1.2416
11.624,[kmtcs],1.3375, 1.2668
11.628,[kmtcs],1.4204, 1.2983
11.632,[kmtcs],1.3990, 1.3231
11.636,[kmtcs],1.4563, 1.3550
11.640,[kmtcs],1.4850, 1.3854
11.644,[kmtcs],1.5139, 1.4145
11.648,[kmtcs],1.5396, 1.4475
11.652,[kmtcs],1.6112, 1.4754
11.656,[kmtcs],1.5765, 1.5113
11.660,[kmtcs],1.6812, 1.5430
11.664,[kmtcs],1.6801, 1.5766
11.668,[kmtcs],1.7063, 1.6107
11.672,[kmtcs],1.7685, 1.6455
11.676,[kmtcs],1.7557, 1.6762
11.680,[kmtcs],1.8454, 1.7135
11.684,[kmtcs],1.8165, 1.7419
11.688,[kmtcs],1.8616, 1.7740
11.692,[kmtcs],1.8954, 1.8043
11.696,[kmtcs],1.8895, 1.8288
11.700,[kmtcs],1.9256, 1.8555
11.704,[kmtcs],1.9711, 1.8741
11.708,[kmtcs],1.9331, 1.8993
11.712,[kmtcs],2.0134, 1.9200
11.716,[kmtcs],2.0067, 1.9402
11.720,[kmtcs],2.0025, 1.9626
11.724,[kmtcs],2.0716, 1.9818
11.728,[kmtcs],2.0261, 1.9984
11.732,[kmtcs],2.0946, 2.0198
11.736,[kmtcs],2.0576, 2.0328
11.740,[kmtcs],2.0803, 2.0473
11.744,[kmtcs],2.1082, 2.0612
11.748,[kmtcs],2.0568, 2.0668
11.752,[kmtcs],2.0845, 2.0761
11.756,[kmtcs],2.1050, 2.0757
11.760,[kmtcs],2.0502, 2.0792
11.764,[kmtcs],2.0876, 2.0779
11.768,[kmtcs],2.0792, 2.0741
11.772,[kmtcs],2.0474, 2.0752
11.776,[kmtcs],2.0963, 2.0713
11.780,[kmtcs],2.0236, 2.0660
11.784,[kmtcs],2.0806, 2.0655
11.788,[kmtcs],2.0236, 2.0591
11.792,[kmtcs],2.0145, 2.0520
11.796,[kmtcs],2.0403, 2.0456
11.800,[kmtcs],1.9793, 2.0318
11.804,[kmtcs],1.9838, 2.0241
11.808,[kmtcs],1.9837, 2.0073
11.812,[kmtcs],1.9211, 1.9955
11.816,[kmtcs],1.9416, 1.9802
11.820,[kmtcs],1.9221, 1.9602
11.824,[kmtcs],1.8658, 1.9453
11.828,[kmtcs],1.9005, 1.9265
11.832,[kmtcs],1.8395, 1.9068
11.836,[kmtcs],1.8650, 1.8921
11.840,[kmtcs],1.8131, 1.8735
11.844,[kmtcs],1.7677, 1.8552
11.848,[kmtcs],1.7991, 1.8384
11.852,[kmtcs],1.7152, 1.8130
11.856,[kmtcs],1.7297, 1.7908
11.860,[kmtcs],1.6992, 1.7633
11.864,[kmtcs],1.6593, 1.7402
11.868,[kmtcs],1.6685, 1.7189
11.872,[kmtcs],1.6481, 1.6930
11.876,[kmtcs],1.5956, 1.6761
11.880,[kmtcs],1.6148, 1.6547
11.884,[kmtcs],1.5688, 1.6353
11.888,[kmtcs],1.5790, 1.6175
11.892,[kmtcs],1.5462, 1.5975
11.896,[kmtcs],1.5186, 1.5793
11.900,[kmtcs],1.5393, 1.5651
11.904,[kmtcs],1.4922, 1.5469
11.908,[kmtcs],1.5206, 1.5334
11.912,[kmtcs],1.5004, 1.5198
11.916,[kmtcs],1.4945, 1.5114
11.920,[kmtcs],1.4968, 1.5062
11.924,[kmtcs],1.5043, 1.4992
11.928,[kmtcs],1.4804, 1.4982
11.932,[kmtcs],1.4979, 1.4935
11.936,[kmtcs],1.4641, 1.4912
11.940,[kmtcs],1.5044, 1.4881
11.944,[kmtcs],1.4865, 1.4852
11.948,[kmtcs],1.4745, 1.4826
11.952,[kmtcs],1.4984, 1.4835
11.956,[kmtcs],1.4825, 1.4827
11.960,[kmtcs],1.5135, 1.4858
11.964,[kmtcs],1.5111, 1.4862
11.968,[kmtcs],1.5093, 1.4918
11.972,[kmtcs],1.5372, 1.5000
11.976,[kmtcs],1.5494, 1.5071
11.980,[kmtcs],1.5210, 1.5174
11.984,[kmtcs],1.5734, 1.5246
11.988,[kmtcs],1.5516, 1.5334
11.992,[kmtcs],1.5961, 1.5430
11.996,[kmtcs],1.5975, 1.5521
12.000,[kmtcs],1.6084, 1.5637
12.004,[kmtcs],1.6522, 1.5812
12.008,[kmtcs],1.6329, 1.5950
12.012,[kmtcs],1.6932, 1.6139
12.016,[kmtcs],1.6779, 1.6302
12.020,[kmtcs],1.7102, 1.6489
12.024,[kmtcs],1.7295, 1.6680
12.028,[kmtcs],1.7586, 1.6846
12.032,[kmtcs],1.7461, 1.7059
12.036,[kmtcs],1.8130, 1.7224
12.040,[kmtcs],1.7915, 1.7440
12.044,[kmtcs],1.8372, 1.7632
12.048,[kmtcs],1.8485, 1.7832
12.052,[kmtcs],1.8529, 1.8021
12.056,[kmtcs],1.8977, 1.8238
12.060,[kmtcs],1.8695, 1.8390
12.064,[kmtcs],1.9329, 1.8581
12.068,[kmtcs],1.9271, 1.8735
12.072,[kmtcs],1.9521, 1.8905
12.076,[kmtcs],1.9567, 1.9092
12.080,[kmtcs],1.9972, 1.9248
12.084,[kmtcs],1.9624, 1.9447
12.088,[kmtcs],2.0182, 1.9568
12.092,[kmtcs],1.9861, 1.9707
12.096,[kmtcs],2.0260, 1.9810
12.100,[kmtcs],2.0339, 1.9918
12.104,[kmtcs],2.0053, 1.9992
12.108,[kmtcs],2.0604, 2.0111
12.112,[kmtcs],2.0066, 2.0161
12.116,[kmtcs],2.0343, 2.0233
12.120,[kmtcs],2.0397, 2.0243
12.124,[kmtcs],2.0381, 2.0249
12.128,[kmtcs],2.0357, 2.0292
12.132,[kmtcs],2.0481, 2.0281
12.136,[kmtcs],2.0097, 2.0334
12.140,[kmtcs],2.0602, 2.0330
12.144,[kmtcs],2.0352, 2.0324
12.148,[kmtcs],2.0291, 2.0324
12.152,[kmtcs],2.0505, 2.0331
12.156,[kmtcs],2.0069, 2.0323
12.160,[kmtcs],2.0363, 2.0335
12.164,[kmtcs],2.0004, 2.0269
12.168,[kmtcs],2.0066, 2.0220
12.172,[kmtcs],1.9994, 2.0160
12.176,[kmtcs],1.9793, 2.0065
12.180,[kmtcs],1.9752, 2.0006
12.184,[kmtcs],1.9857, 1.9901
12.188,[kmtcs],1.9225, 1.9829
12.192,[kmtcs],1.9413, 1.9717
12.196,[kmtcs],1.9311, 1.9591
12.200,[kmtcs],1.9164, 1.9469
12.204,[kmtcs],1.9207, 1.9348
12.208,[kmtcs],1.8989, 1.9231
12.212,[kmtcs],1.9134, 1.9189
12.216,[kmtcs],1.8862, 1.9113
12.220,[kmtcs],1.8839, 1.9042
12.224,[kmtcs],1.8895, 1.8978
12.228,[kmtcs],1.8755, 1.8904
12.232,[kmtcs],1.8775, 1.8854
12.236,[kmtcs],1.8709, 1.8790
12.240,[kmtcs],1.8643, 1.8759
12.244,[kmtcs],1.8664, 1.8720
12.248,[kmtcs],1.8644, 1.8673
12.252,[kmtcs],1.8544, 1.8643
12.256,[kmtcs],1.8629, 1.8609
12.260,[kmtcs],1.8703, 1.8589
12.264,[kmtcs],1.8506, 1.8582
12.268,[kmtcs],1.8386, 1.8567
12.272,[kmtcs],1.8269, 1.8535
12.276,[kmtcs],1.8313, 1.8480
12.280,[kmtcs],1.8424, 1.8398
12.284,[kmtcs],1.8432, 1.8327
12.288,[kmtcs],1.8481, 1.8315
12.292,[kmtcs],1.8566, 1.8344
12.296,[kmtcs],1.8552, 1.8398
12.300,[kmtcs],1.8727, 1.8451
12.304,[kmtcs],1.8735, 1.8503
12.308,[kmtcs],1.8638, 1.8561
12.312,[kmtcs],1.9013, 1.8618
12.316,[kmtcs],1.8931, 1.8678
12.320,[kmtcs],1.8901, 1.8750
12.324,[kmtcs],1.8896, 1.8805
12.328,[kmtcs],1.9072, 1.8855
12.332,[kmtcs],1.9364, 1.8915
12.336,[kmtcs],1.9126, 1.8954
12.340,[kmtcs],1.9412, 1.9034
12.344,[kmtcs],1.9517, 1.9136
12.348,[kmtcs],1.9566, 1.9244
12.352,[kmtcs],1.9545, 1.9335
12.356,[kmtcs],1.9817, 1.9406
12.360,[kmtcs],1.9740, 1.9514
12.364,[kmtcs],1.9970, 1.9590
12.368,[kmtcs],1.9905, 1.9671
12.372,[kmtcs],1.9953, 1.9753
12.376,[kmtcs],2.0076, 1.9835
12.380,[kmtcs],1.9889, 1.9879
12.384,[kmtcs],2.0290, 1.9928
12.388,[kmtcs],1.9914, 1.9957
12.392,[kmtcs],2.0088, 1.9991
12.396,[kmtcs],2.0071, 2.0013
12.400,[kmtcs],2.0046, 2.0013
12.404,[kmtcs],1.9876, 2.0024
12.408,[kmtcs],2.0107, 1.9982
12.412,[kmtcs],1.9887, 1.9985
12.416,[kmtcs],2.0102, 1.9960
12.420,[kmtcs],1.9891, 1.9948
12.424,[kmtcs],1.9880, 1.9939
12.428,[kmtcs],1.9917, 1.9938
12.432,[kmtcs],1.9612, 1.9892
12.436,[kmtcs],1.9912, 1.9857
12.440,[kmtcs],1.9414, 1.9787
12.444,[kmtcs],1.9465, 1.9724
12.448,[kmtcs],1.9238, 1.9634
12.452,[kmtcs],1.9080, 1.9508
12.456,[kmtcs],1.8885, 1.9384
12.460,[kmtcs],1.8835, 1.9201
12.464,[kmtcs],1.8486, 1.9061
12.468,[kmtcs],1.8760, 1.8895
12.472,[kmtcs],1.8291, 1.8756
12.476,[kmtcs],1.8220, 1.8625
12.480,[kmtcs],1.8159, 1.8500
12.484,[kmtcs],1.7899, 1.8359
12.488,[kmtcs],1.7964, 1.8235
12.492,[kmtcs],1.7519, 1.8068
12.496,[kmtcs],1.7420, 1.7937
12.500,[kmtcs],1.6977, 1.7770
12.504,[kmtcs],1.6733, 1.7554
12.508,[kmtcs],1.6377, 1.7308
12.512,[kmtcs],1.6356, 1.7008
12.516,[kmtcs],1.5969, 1.6739
12.520,[kmtcs],1.6200, 1.6475
12.524,[kmtcs],1.5660, 1.6277
12.528,[kmtcs],1.5525, 1.6098
12.532,[kmtcs],1.5282, 1.5932
12.536,[kmtcs],1.4897, 1.5721
12.540,[kmtcs],1.5123, 1.5511
12.544,[kmtcs],1.4528, 1.5257
12.548,[kmtcs],1.4823, 1.5066
12.552,[kmtcs],1.4507, 1.4896
12.556,[kmtcs],1.4437, 1.4756
12.560,[kmtcs],1.4336, 1.4653
12.564,[kmtcs],1.4297, 1.4518
12.568,[kmtcs],1.4107, 1.4444
12.572,[kmtcs],1.4311, 1.4325
12.576,[kmtcs],1.3799, 1.4250
12.580,[kmtcs],1.4146, 1.4170
12.584,[kmtcs],1.4042, 1.4102
12.588,[kmtcs],1.3650, 1.4036
12.592,[kmtcs],1.4128, 1.3986
12.596,[kmtcs],1.3972, 1.3925
12.600,[kmtcs],1.4051, 1.3938
12.604,[kmtcs],1.4147, 1.3930
12.608,[kmtcs],1.3883, 1.3958
12.612,[kmtcs],1.4267, 1.4022
12.616,[kmtcs],1.4495, 1.4033
12.620,[kmtcs],1.3595, 1.4080
12.624,[kmtcs],1.4421, 1.4103
12.628,[kmtcs],1.4352, 1.4115
12.632,[kmtcs],1.4154, 1.4155
12.636,[kmtcs],1.4132, 1.4155
12.640,[kmtcs],1.4286, 1.4147
12.644,[kmtcs],1.4889, 1.4244
12.648,[kmtcs],1.4209, 1.4257
12.652,[kmtcs],1.4811, 1.4323
12.656,[kmtcs],1.4755, 1.4438
12.660,[kmtcs],1.4940, 1.4552
12.664,[kmtcs],1.5026, 1.4656
12.668,[kmtcs],1.5235, 1.4725
12.672,[kmtcs],1.4848, 1.4889
12.676,[kmtcs],1.5901, 1.4974
12.680,[kmtcs],1.5531, 1.5104
12.684,[kmtcs],1.5442, 1.5239
12.688,[kmtcs],1.5945, 1.5382
12.692,[kmtcs],1.5950, 1.5510
12.696,[kmtcs],1.6392, 1.5686
12.700,[kmtcs],1.5804, 1.5767
12.704,[kmtcs],1.6672, 1.5922
12.708,[kmtcs],1.6798, 1.6098
12.712,[kmtcs],1.6907, 1.6244
12.716,[kmtcs],1.6792, 1.6435
12.720,[kmtcs],1.7624, 1.6609
12.724,[kmtcs],1.7359, 1.6870
12.728,[kmtcs],1.7840, 1.7039
12.732,[kmtcs],1.7578, 1.7236
12.736,[kmtcs],1.7935, 1.7426
12.740,[kmtcs],1.8365, 1.7621
12.744,[kmtcs],1.7645, 1.7725
12.748,[kmtcs],1.8577, 1.7867
12.752,[kmtcs],1.8179, 1.7965
12.756,[kmtcs],1.8373, 1.8091
12.760,[kmtcs],1.8524, 1.8176
12.764,[kmtcs],1.8597, 1.8234
12.768,[kmtcs],1.8384, 1.8376
12.772,[kmtcs],1.9115, 1.8406
12.776,[kmtcs],1.8428, 1.8511
12.780,[kmtcs],1.8951, 1.8585
12.784,[kmtcs],1.8855, 1.8650
12.788,[kmtcs],1.8835, 1.8707
12.792,[kmtcs],1.9137, 1.8785
12.796,[kmtcs],1.8583, 1.8786
12.800,[kmtcs],1.9303, 1.8865
12.804,[kmtcs],1.8892, 1.8877
12.808,[kmtcs],1.8775, 1.8901
12.812,[kmtcs],1.9129, 1.8918
12.816,[kmtcs],1.8942, 1.8902
12.820,[kmtcs],1.8821, 1.8941
12.824,[kmtcs],1.9299, 1.8898
12.828,[kmtcs],1.8718, 1.8927
12.832,[kmtcs],1.9037, 1.8952
12.836,[kmtcs],1.9196, 1.8936
12.840,[kmtcs],1.8754, 1.8951
12.844,[kmtcs],1.9054, 1.8966
12.848,[kmtcs],1.8580, 1.8918
12.852,[kmtcs],1.9183, 1.8920
12.856,[kmtcs],1.8673, 1.8874
12.860,[kmtcs],1.8503, 1.8813
12.864,[kmtcs],1.8887, 1.8794
12.868,[kmtcs],1.8428, 1.8723
12.872,[kmtcs],1.8552, 1.8688
12.876,[kmtcs],1.8594, 1.8584
12.880,[kmtcs],1.8287, 1.8551
12.884,[kmtcs],1.8466, 1.8517
12.888,[kmtcs],1.8482, 1.8438
12.892,[kmtcs],1.7865, 1.8412
12.896,[kmtcs],1.8385, 1.8342
12.900,[kmtcs],1.7771, 1.8254
12.904,[kmtcs],1.7971, 1.8172
12.908,[kmtcs],1.7760, 1.8054
12.912,[kmtcs],1.7680, 1.7933
12.916,[kmtcs],1.7681, 1.7873
12.920,[kmtcs],1.7031, 1.7732
12.924,[kmtcs],1.7445, 1.7635
12.928,[kmtcs],1.7215, 1.7488
12.932,[kmtcs],1.7136, 1.7364
12.936,[kmtcs],1.7226, 1.7263
12.940,[kmtcs],1.7070, 1.7185
12.944,[kmtcs],1.6774, 1.7172
12.948,[kmtcs],1.7060, 1.7082
12.952,[kmtcs],1.6492, 1.7007
12.956,[kmtcs],1.6712, 1.6911
12.960,[kmtcs],1.6664, 1.6795
12.964,[kmtcs],1.6448, 1.6702
12.968,[kmtcs],1.6629, 1.6642
12.972,[kmtcs],1.6008, 1.6548
12.976,[kmtcs],1.6153, 1.6491
12.980,[kmtcs],1.6233, 1.6371
12.984,[kmtcs],1.5923, 1.6247
12.988,[kmtcs],1.6018, 1.6151
12.992,[kmtcs],1.6049, 1.6052
12.996,[kmtcs],1.5827, 1.6032
13.000,[kmtcs],1.6034, 1.5983
13.004,[kmtcs],1.5716, 1.5932
13.008,[kmtcs],1.6079, 1.5914
13.012,[kmtcs],1.5892, 1.5890
13.016,[kmtcs],1.5963, 1.5876
13.020,[kmtcs],1.6082, 1.5900
13.024,[kmtcs],1.5901, 1.5909
13.028,[kmtcs],1.6323, 1.5958
13.032,[kmtcs],1.6257, 1.5981
13.036,[kmtcs],1.6276, 1.6053
13.040,[kmtcs],1.6501, 1.6133
13.044,[kmtcs],1.6594, 1.6217
13.048,[kmtcs],1.6276, 1.6324
13.052,[kmtcs],1.6633, 1.6369
13.056,[kmtcs],1.6429, 1.6419
13.060,[kmtcs],1.6600, 1.6451
13.064,[kmtcs],1.6824, 1.6465
13.068,[kmtcs],1.6894, 1.6506
13.072,[kmtcs],1.6993, 1.6615
13.076,[kmtcs],1.6824, 1.6701
13.080,[kmtcs],1.7408, 1.6818
13.084,[kmtcs],1.7323, 1.6924
13.088,[kmtcs],1.7544, 1.7029
13.092,[kmtcs],1.7795, 1.7169
13.096,[kmtcs],1.8061, 1.7337
13.100,[kmtcs],1.8045, 1.7549
13.104,[kmtcs],1.8509, 1.7717
13.108,[kmtcs],1.8260, 1.7922
13.112,[kmtcs],1.8624, 1.8100
13.116,[kmtcs],1.8891, 1.8256
13.120,[kmtcs],1.8769, 1.8398
13.124,[kmtcs],1.9097, 1.8559
13.128,[kmtcs],1.8801, 1.8677
13.132,[kmtcs],1.9515, 1.8822
13.136,[kmtcs],1.9360, 1.8935
13.140,[kmtcs],1.9520, 1.9048
13.144,[kmtcs],1.9683, 1.9206
13.148,[kmtcs],2.0096, 1.9348
13.152,[kmtcs],1.9980, 1.9545
13.156,[kmtcs],2.0166, 1.9675
13.160,[kmtcs],2.0115, 1.9843
13.164,[kmtcs],2.0388, 1.9978
13.168,[kmtcs],2.0683, 2.0093
13.172,[kmtcs],2.0490, 2.0187
13.176,[kmtcs],2.0955, 2.0327
13.180,[kmtcs],2.0793, 2.0467
13.184,[kmtcs],2.1033, 2.0615
13.188,[kmtcs],2.1193, 2.0735
13.192,[kmtcs],2.1364, 2.0843
13.196,[kmtcs],2.1388, 2.0994
13.200,[kmtcs],2.1807, 2.1114
13.204,[kmtcs],2.1569, 2.1280
13.208,[kmtcs],2.1788, 2.1418
13.212,[kmtcs],2.1810, 2.1537
13.216,[kmtcs],2.1881, 2.1628
13.220,[kmtcs],2.2071, 2.1714
13.224,[kmtcs],2.2043, 2.1766
13.228,[kmtcs],2.2359, 2.1869
13.232,[kmtcs],2.2011, 2.1959
13.236,[kmtcs],2.2034, 2.2036
13.240,[kmtcs],2.2327, 2.2082
13.244,[kmtcs],2.2312, 2.2099
13.248,[kmtcs],2.2440, 2.2134
13.252,[kmtcs],2.2522, 2.2171
13.256,[kmtcs],2.2698, 2.2280
13.260,[kmtcs],2.2700, 2.2393
13.264,[kmtcs],2.2735, 2.2479
13.268,[kmtcs],2.2614, 2.2567
13.272,[kmtcs],2.2794, 2.2622
13.276,[kmtcs],2.2842, 2.2656
13.280,[kmtcs],2.2692, 2.2671
13.284,[kmtcs],2.2678, 2.2688
13.288,[kmtcs],2.2489, 2.2688
13.292,[kmtcs],2.2514, 2.2668
13.296,[kmtcs],2.2430, 2.2599
13.300,[kmtcs],2.2373, 2.2516
13.304,[kmtcs],2.2231, 2.2449
13.308,[kmtcs],2.2400, 2.2379
13.312,[kmtcs],2.2099, 2.2330
13.316,[kmtcs],2.2058, 2.2267
13.320,[kmtcs],2.1980, 2.2200
13.324,[kmtcs],2.1816, 2.2118
13.328,[kmtcs],2.1945, 2.2034
13.332,[kmtcs],2.1591, 2.1925
13.336,[kmtcs],2.1646, 2.1847
13.340,[kmtcs],2.1506, 2.1759
13.344,[kmtcs],2.1251, 2.1661
13.348,[kmtcs],2.1426, 2.1561
13.352,[kmtcs],2.1191, 2.1440
13.356,[kmtcs],2.1095, 2.1358
13.360,[kmtcs],2.1149, 2.1262
13.364,[kmtcs],2.0887, 2.1181
13.368,[kmtcs],2.0820, 2.1110
13.372,[kmtcs],2.0905, 2.1004
13.376,[kmtcs],2.0421, 2.0917
13.380,[kmtcs],2.0705, 2.0818
13.384,[kmtcs],2.0401, 2.0706
13.388,[kmtcs],2.0286, 2.0612
13.392,[kmtcs],2.0046, 2.0504
13.396,[kmtcs],1.9947, 2.0362
13.400,[kmtcs],2.0152, 2.0252
13.404,[kmtcs],1.9934, 2.0108
13.408,[kmtcs],1.9685, 2.0018
13.412,[kmtcs],2.0021, 1.9945
13.416,[kmtcs],1.9714, 1.9900
13.420,[kmtcs],1.9662, 1.9851
13.424,[kmtcs],1.9847, 1.9779
13.428,[kmtcs],1.9433, 1.9738
13.432,[kmtcs],1.9795, 1.9709
13.436,[kmtcs],1.9551, 1.9642
13.440,[kmtcs],1.9127, 1.9607
13.444,[kmtcs],1.9085, 1.9537
13.448,[kmtcs],1.8875, 1.9397
13.452,[kmtcs],1.9407, 1.9271
13.456,[kmtcs],1.9248, 1.9128
13.460,[kmtcs],1.9282, 1.9084
13.464,[kmtcs],1.9549, 1.9143
13.468,[kmtcs],1.9616, 1.9231
13.472,[kmtcs],1.9574, 1.9350
13.476,[kmtcs],1.9948, 1.9419
13.480,[kmtcs],1.9724, 1.9532
13.484,[kmtcs],2.0155, 1.9644
13.488,[kmtcs],2.0021, 1.9739
13.492,[kmtcs],1.9696, 1.9829
13.496,[kmtcs],1.9678, 1.9887
13.500,[kmtcs],1.9527, 1.9847
13.504,[kmtcs],2.0091, 1.9797
13.508,[kmtcs],1.9864, 1.9716
13.512,[kmtcs],2.0148, 1.9715
13.516,[kmtcs],2.0398, 1.9812
13.520,[kmtcs],2.0359, 1.9947
13.524,[kmtcs],2.0437, 2.0108
13.528,[kmtcs],2.0891, 2.0215
13.532,[kmtcs],2.0612, 2.0369
13.536,[kmtcs],2.1177, 2.0497
13.540,[kmtcs],2.1024, 2.0627
13.544,[kmtcs],2.1263, 2.0780
13.548,[kmtcs],2.1159, 2.0927
13.552,[kmtcs],2.1118, 2.1013
13.556,[kmtcs],2.1702, 2.1121
13.560,[kmtcs],2.1483, 2.1174
13.564,[kmtcs],2.1793, 2.1280
13.568,[kmtcs],2.2068, 2.1400
13.572,[kmtcs],2.2050, 2.1568
13.576,[kmtcs],2.2195, 2.1750
13.580,[kmtcs],2.2433, 2.1877
13.584,[kmtcs],2.2317, 2.2042
13.588,[kmtcs],2.2843, 2.2169
13.592,[kmtcs],2.2587, 2.2289
13.596,[kmtcs],2.2993, 2.2429
13.600,[kmtcs],2.3054, 2.2570
13.604,[kmtcs],2.2901, 2.2695
13.608,[kmtcs],2.3538, 2.2838
13.612,[kmtcs],2.3295, 2.2940
13.616,[kmtcs],2.3571, 2.3092
13.620,[kmtcs],2.3862, 2.3218
13.624,[kmtcs],2.3608, 2.3363
13.628,[kmtcs],2.3963, 2.3522
13.632,[kmtcs],2.3969, 2.3610
13.636,[kmtcs],2.3661, 2.3724
13.640,[kmtcs],2.4268, 2.3787
13.644,[kmtcs],2.4011, 2.3828
13.648,[kmtcs],2.4376, 2.3912
13.652,[kmtcs],2.4245, 2.3980
13.656,[kmtcs],2.4178, 2.4066
13.660,[kmtcs],2.4786, 2.4181
13.664,[kmtcs],2.4237, 2.4230
13.668,[kmtcs],2.4549, 2.4314
